,image,label,features_pca
415,data02/fruits_360/Training/data02/fruits-360/apple_braeburn_1/r0_278.jpg,apple_braeburn_1,"[-12.843711255075172,16.357084595902815,14.826326623598055,0.0900841049796613,-5.109928167678699,8.988845296674995,3.5588891316364353,-3.4362097610023885,-8.192920691057825,3.706527802772587,-4.365098253578972,6.525236268258112,3.596729178012781,1.9918544848580824,6.685066302417234,-5.6547386348188855,4.656308270670132,1.3448880751610197,6.291355768609072,1.6758189932927552,-1.7881990195794244,-0.9400112540958058,-0.20071305790312957,2.578661150316449,1.9490486513308265,-8.91667007060996,-1.9141366679664575,-4.572810314652367,0.49886745634794183,-3.507924896375416,0.1292231444861837,3.310452183290428,3.912429879284096,0.03771153352007308,2.486956861380494,-1.3167026942793179,1.46219335272151,-0.7749681853561926,-1.6164554886259968,3.8336154111684992,-3.7078788361326733,-0.02035952513418227,0.6301235955132756,7.815147574208501,-2.8181065506389915,0.4612181220567578,1.2655499628582023,1.8692872357127774,2.130361140412385,-0.0834236805798198,-1.5796813938115972,-1.1664609157896042,0.10711725439665212,0.35525251235814653,0.2598852515186606,-1.4586397881153277,-1.468599961209145,-0.8353919986294742,0.5825314497711418,-1.2502234951909423,1.0474714330176218,0.45151555633233215,0.33077665727024835,0.20317170743799393,0.1034957771020079,3.7079180832538436,0.674020375479488,0.24002745107928627,2.620509017998265,-0.3622611697337834,-0.6970373863355742,-0.7046264000904959,-1.4372982690133056,-1.479091379090545,-1.3767415909672278,1.0065372192550963,1.7329242591553788,-0.49363893675666387,-0.455885058908508,-0.9167305977384687,0.15142809848986072,-0.3157572191365797,2.206204069572882,1.6617092491418923,-1.2766872103957814,2.6677414498609715,0.3504993493693529,-0.6942709337100966,1.351110682054113,-0.7584105500334878,1.1606752075015905,0.12712293107857675,1.2218331987362412,-0.6445628306556619,0.3513923954120725,2.0673354595746485,-1.1055848662764112,-0.940633719876985,-1.284938812647477,-0.447261357819221]"
416,data02/fruits_360/Training/data02/fruits-360/apple_braeburn_1/r0_28.jpg,apple_braeburn_1,"[-28.27594418744463,15.977588010378154,11.739414202229156,-4.4888806784307445,4.5813560347209865,3.26066982868664,-0.6496231049681833,-3.9333249381904007,-2.833865227726908,3.1820627518306774,11.596247492591688,5.3278519455201625,-4.455609349132448,-1.9259283839945587,-5.45789486427918,5.592995991576308,-1.6813267402593384,-3.8353563826491803,3.192350001133785,2.4999455156541543,-7.269825116523565,-0.5530157103595961,-1.0077882816304509,-5.640983355402305,0.7103193781044552,3.4695754116060042,-2.5247482669842802,2.268241896300784,2.1052311420588214,5.6190902575132124,-1.0780186290135072,-3.3837706299591,-2.23963881584965,-1.0309962455717683,-2.6882518284899417,3.1414008756571308,0.27803361976851304,-2.2490195986050496,0.9197361495248694,-3.5493549868886523,-3.376646502991963,2.96435506233263,-2.9218452590558717,2.407233101098253,-3.112209074734559,5.261102673051136,1.6664996822408946,-3.1709099243331607,0.6151237999361409,0.27024881223481456,0.0790521556829322,-3.1015305379289138,-3.000359462233641,3.671927333535217,2.5644778106234396,5.391730810705159,-1.3410275041727282,0.4061166107020307,1.400932054119011,0.16218765110085795,0.9340226769379336,0.9194238733277946,-0.9443532136801781,1.2307218791225407,0.6992632100557066,2.4220724668857545,3.2444185595070687,-0.2875359242187398,-0.1000292754237159,1.1068502746579845,-1.5699763766811652,1.1954945166255329,-1.6225449389644395,2.2463732966612486,1.0424864935449623,-2.5884188227344325,-1.7423349278736557,1.6385706357515462,-1.1521332058363127,0.2186839510702045,2.3171078814063155,0.22210415490345736,0.6006774935447537,3.724397921936192,-0.8622141971059761,2.2630345921728794,1.277661895823046,0.44977943869968745,-0.4483551710349999,-2.9272531576844227,2.145295319784742,-1.9057262671856832,3.4696979571696116,1.244703769873997,-1.8109760728059032,-1.7393214506884618,-3.064799669209527,-0.3535392418864698,2.0512134854372817,-1.6689857274966637]"
417,data02/fruits_360/Training/data02/fruits-360/apple_braeburn_1/r0_280.jpg,apple_braeburn_1,"[-12.752126325374777,16.74289513500001,15.686977046246456,0.5333392684615087,-4.977363861458782,8.854349683030893,3.241820817531092,-3.181192973755033,-8.756093584752712,4.4871501516029335,-4.773119711499718,6.612423982387367,3.683386847168711,1.819056761779811,6.431514899379398,-6.175420470728726,4.3481328412518225,1.210457638571251,6.069453377349607,1.8945430338390876,-1.304749178353762,-0.8846443454855129,-0.050064229493369465,3.0424308307701913,1.2780606290070018,-9.556897257611165,-1.8629422091720436,-4.039122264978757,0.9418343369546628,-3.3093031778097273,-0.26610465852093756,3.5882237811456528,4.279812122816611,0.5681589573934516,2.8581214375041983,-1.726274474162612,1.7949941505693912,-0.774256243243159,-1.2924732250604833,3.8842245438198106,-3.782589568662202,0.40912783923396273,0.8540714420573636,8.111133568805865,-2.6252764421740102,0.47964716661262935,1.215437976855669,1.151012199582576,1.5675696852993029,0.05314451185980111,-0.961682363990782,-1.6145928538850998,0.7874091272481535,0.705198283731228,-0.2434435862284568,-1.6507354249074127,-1.8304092014700657,-0.45007413300577703,0.7794163781677997,-1.1778812353924277,1.2665124089241817,-0.07049103176971955,0.03150481149400325,-0.035299300360156036,-0.2801840740766437,3.148113626710134,0.5594965297684042,0.889225310500642,2.410652157216876,-0.9010410321081552,-0.6414335941375697,-0.35248334841518797,-1.7371862261570301,-1.5606205872106826,-0.4859210197755259,0.8893971203125162,1.5742107279916786,-0.9736010671994773,-0.24508202473907026,-0.3972738690578164,-0.08293117973728951,-0.5592675541180202,2.1609195372106864,2.1155192435909864,-2.1144488537029598,3.3915964560386085,-0.06711105596417846,-1.2025963305232161,1.7342560411229218,-0.9032495552373943,0.8693889914018149,-0.22988068937272815,0.6979180315798793,-0.6364140444824379,0.6150335186654905,2.0248519689593074,-0.795545169105575,-1.2605078222124246,-1.4006845970091146,-0.8754757240669004]"
418,data02/fruits_360/Training/data02/fruits-360/apple_braeburn_1/r0_282.jpg,apple_braeburn_1,"[-12.867248181359482,16.52943782355041,15.759450537792125,-0.07840726145406526,-4.038182123765784,8.56675279216425,3.2551024362797536,-3.337739306288477,-7.8392760374557175,4.902891317793535,-2.7137596186928623,7.242801307169428,3.0838804407169436,1.9202102548590785,5.427022996737035,-5.088099120086281,4.237280324619074,1.1409015738546364,6.252748602277979,2.2603279185974325,-1.3495805371654972,-0.8659021237590059,0.13333390106910212,2.83150620056817,1.6609142426790873,-8.838207478520525,-2.221096813606535,-3.7200081275733208,-0.3036293069949967,-3.9343529881692128,-0.04468150910055159,2.818029399919522,4.500651911863948,0.6490106157051276,3.202206041168344,-1.8219039954990333,1.7394312722080487,-0.10002859575990981,0.10800693517680059,3.5709741256550473,-3.780816575970664,0.37959155228768743,0.6224908861092525,7.530897449104973,-1.8528968452273429,-0.9541561731346097,1.1399850631077364,2.261801640445047,2.7188419637209953,-0.23984887700671473,-0.4358916216040182,-1.5602473841243936,1.4036249157843705,0.2776994765244101,-0.3620399754897279,-1.8642669081138286,-0.9280553960729263,-0.20087412109172853,0.40694266992130185,-0.21793659383176156,0.5138399930619465,-1.0704564568662747,0.0679428897284558,0.15990499381459408,-0.47618251829603053,2.0174182298554,0.1399057857550989,0.764355695498517,3.133612576620433,-0.027601594303287878,0.7177586587836001,-0.3616590185849141,-2.3543441522980086,-0.6638059692921248,-0.0017175328515747605,0.0038836554474710903,0.6565493345942032,-1.714269956642339,-0.4906881949642717,-0.8236703582979077,0.31822993483408335,-1.2104832666576903,2.254357651255304,3.2995809440729613,-2.716010917322075,2.4201195610885375,-0.7028919200344712,-0.9024281688655674,1.5455399646187236,-0.9552761878393305,1.0191893054094228,-1.0204674659655808,0.31821934261538226,-0.5562170651573068,0.8857237564101653,0.4655584128668399,-0.49335156542670605,-0.5080152342784606,-1.765915673586005,0.16323700501754734]"
419,data02/fruits_360/Training/data02/fruits-360/apple_braeburn_1/r0_284.jpg,apple_braeburn_1,"[-13.23744311652552,16.50194795449978,15.611161955349614,0.08294219745195715,-3.5734875939896766,7.933622422330604,2.4023680171261526,-3.016151242152816,-7.620637856951403,5.044157423676538,-3.2851187692363832,7.0117930692766635,2.858275465413902,1.7309555546248683,5.296749870138058,-4.859937446557155,4.405439522752059,0.8289803733505594,6.0272282234250305,2.9129059747734782,-1.1157576483393488,-0.8373110096845691,0.2639213419789951,2.381042498716742,1.313828962441744,-8.513139236744575,-2.128013307044137,-3.371682510276843,-0.32789650861222563,-3.811453871209269,0.3927087498335153,3.5432853237410606,4.9064373711971525,1.0248845987096187,3.417404443620213,-0.9741208889739037,1.6104253926247893,0.22252493598654222,0.7309945361905151,3.441690559851653,-3.119082310969927,0.9729871208327775,1.0655773296140947,6.950695001721614,-2.1435950947212485,-1.7937748840067074,1.024764234233313,1.2794691073593056,2.6381762621794436,0.12987121542847127,-0.20173347885279716,-0.3984802984210969,1.1928514322230395,0.543035946185197,-0.33055232735591267,-1.6662636532489379,-0.5585434125288387,-0.2606523262921519,0.6705914816413598,-0.14339782522682223,0.5021371256148036,-1.489427992064038,-0.45697775976595617,0.19114729409480802,-0.46375688249063407,1.2981358759575454,-0.1179006186095817,0.2692411403289416,3.7103158953883857,-0.8249150118497827,0.39114807542682983,-0.4068947790808872,-2.6298865811314687,-0.3116121114230143,0.17825442279007986,-0.7432116002785449,0.663750715660417,-2.00361047718295,-0.6877350275380752,-0.7705416791363906,-0.13066763408928597,-0.8441146112955488,2.4157464742111743,3.7512172460869855,-3.350814303222185,2.529818081998473,-1.1590785255774387,-1.0418743365852623,1.8219209236447826,-0.7612975832483408,0.7461022974030241,-1.3560867621427877,0.25369508411796654,-0.42642762931510136,1.0800175066562923,0.6208800130505037,-0.19408878392191276,0.1571065722035354,-2.2121924910960358,-0.1487084482632331]"
420,data02/fruits_360/Training/data02/fruits-360/apple_braeburn_1/r0_286.jpg,apple_braeburn_1,"[-14.160787789807355,16.304782040435825,13.896880622707778,-0.19271119622066848,-4.826253352683267,7.906775184132857,1.3581848232412448,-2.9628012461212005,-7.990124083491791,5.5372654091538855,-2.256203910973252,8.764269753375977,2.4627476738409997,2.6578296401099815,4.655254295086548,-4.1605315148535515,4.358530738343003,0.7923857720512713,6.0159391903993775,3.033187788800302,-1.765517516311323,-0.5302233936488127,-0.20357127797598024,2.0268805752037777,1.6009392993912561,-6.925381106486881,-1.1808048291702045,-2.8682295997260914,-1.0207382914279144,-4.334325767935407,0.34550802038163314,2.4488416378500566,4.958488923407402,2.5199567093230044,3.8213262902474145,-0.7435288690887026,1.0830038049050734,0.3261381657074421,0.17708252858396534,3.6535968644567705,-1.6871186151161097,0.18703226800871284,1.6590465761905748,5.496737792652102,-1.689487628799988,-2.2819926663104066,0.09686070936760288,1.4688060350897705,2.969998779730058,-0.5025928789217295,-0.6372176199550552,0.17570070375341615,2.0798563625761566,0.3883889365219263,-0.6635445554935543,-1.948579505305667,-0.8052454539534297,-0.9533857747658663,-0.5162365976617479,0.5759810124057667,2.2422025701279478,-2.071531147691157,-1.80413045169775,-0.25970292222946795,-1.1156146433952205,-0.14724394739280847,-0.8781199467437419,0.014132741955883495,3.6592022972460483,0.22228274994146288,2.0636165080908957,-0.8616041705304421,-4.687004906369268,0.1655511220449738,1.0374967142415272,-1.246689897162455,-0.04864779362134306,-2.324045301419353,-0.7407905171279702,-0.9927907943841757,0.2218343070561709,-1.0073884839003786,1.632678445553197,4.440589241907979,-2.2598144907502395,1.0829663591817922,-2.6474279852872695,-1.76841404172005,1.1151343816049815,-1.1501924893341122,0.8116345080388633,-1.2792460371305832,0.6240090943945965,-0.7499295805791236,1.0677201406701702,-0.3238038251262799,0.005356023286389511,0.6132430325348369,-1.6162651518567133,1.119633311690324]"
421,data02/fruits_360/Training/data02/fruits-360/apple_braeburn_1/r0_288.jpg,apple_braeburn_1,"[-14.508310821079638,16.412209213463086,14.634882151142792,-0.8095686928643709,-3.876237836783541,6.251077520456716,0.20706673950796048,-3.514478446646996,-7.989052163055935,5.214563969861785,-0.8472842282107954,9.445986465509229,0.722507199029335,2.313560239721563,4.023816806998427,-3.1673493901111676,4.7008558600978745,-0.3154924379345738,5.9173926493534506,3.9683634601160036,-1.2759067524818495,-0.9722039213764252,-0.26880142516352595,1.6073405883085947,1.4291299367995118,-6.241337990976326,-1.2167059669600118,-1.5502793206990015,-0.6274953498034758,-4.263072300479355,1.4074065863846503,2.450785774823413,5.110226605313058,2.925741179982824,3.2809828977057296,-0.4411236708848228,1.1466038524483222,0.9609651135655964,0.269805078454193,2.567063711086301,1.5244241988750065,-0.04050763014092099,2.027971681733479,2.4390441722964495,-0.9317115745494569,-2.777727796819444,-0.18884465933667258,2.5172030647658747,2.1179818540649955,0.9064757001686393,-0.44676310024073385,1.6532628400555356,2.7924441937395974,-0.7958171294943435,0.04670623767194569,-3.0504312052868894,-0.606165662102434,-1.1708159496900319,-1.3431174502233687,1.321002727255549,3.112036727490168,-3.06033222126053,-3.280494332642728,-0.308922968759993,-0.5898933128858163,0.39002295206071713,-0.7730516039165066,0.7768530477992182,4.1826249962824855,-0.41962700778517076,0.33621628243157164,-1.0211280025230327,-5.09432608463092,1.3843762704344091,0.8245530105285267,-3.459375884907407,-0.7299081895529577,-1.005412120128527,-1.0418561104069546,-1.889203485315216,0.6505195944344919,-1.1297022981035574,0.9935322426655606,4.920308330956648,-0.839131348117986,0.3544974765577688,-2.497250245926434,-1.7325641911581906,0.8146703408026961,-1.0919748173744295,0.0004949909995666916,-0.08892413362976433,0.7606296245348465,-0.08330697896946743,0.09411827790504522,-0.7477411026740869,0.8385223525151873,1.2932043362780292,-0.7387420807893882,0.059493820279312125]"
422,data02/fruits_360/Training/data02/fruits-360/apple_braeburn_1/r0_290.jpg,apple_braeburn_1,"[-14.660418956659345,16.00796327645649,13.727809583603532,-1.3593008396666646,-2.7449537299281515,5.6301469326315825,0.022222690800559643,-3.090637169523464,-8.541840529512129,5.205012544732362,1.1355236992122613,11.177352934592411,-0.7669725153969372,2.388308239238979,3.04249585059917,-2.4989567613803887,4.795127431092737,0.3901265696692098,5.6603470074350115,3.752496342880559,-2.054609372880909,-0.3845509032765683,-0.1647892511394981,3.5647801105154886,1.661624925641752,-5.813543572694099,-1.3084107447463305,-1.7858040708197427,-1.6000901401322078,-4.63253832737285,1.1648460029358267,1.227258010588437,5.837354373828183,2.1287113185814555,4.431821567240211,-0.021845089359464234,0.8274291952390394,0.25680170091411914,0.42249913066030226,3.4579897734980163,0.9726565228941972,-1.367183900378146,2.194411130114668,2.4222529235093817,0.0009855114894964326,-4.3735056007430115,-0.6860943108981745,2.881803100932723,2.424806538624045,0.7646536979215138,-0.3166975652120543,2.3526318663835877,2.060465164951786,0.0850455030830243,-0.07317491242176541,-0.8453565817645037,-0.49487134541724487,-0.32707483967780854,-1.0830513277289815,2.4085989408413684,2.9380632413602106,-2.9304531375900975,-2.408549878658749,1.0516294103319181,-1.2845526813714334,-1.1179146882943654,-1.2006775773942358,0.30687633712682183,3.842717219541732,0.07209052686259013,0.7028696721538773,-0.7039323267777682,-4.83684945515288,1.954656442360185,1.2956121445659836,-2.6272773931418647,-0.6318214575162496,-0.44591866718705975,-0.48489788939291006,-1.8257717475177306,1.361371711756398,-1.5450316990573358,0.817630012415731,4.488659307614343,-0.43086185201012783,-0.4691396938841951,-2.4434893724966504,-1.6972199903647749,0.10102046762739056,-1.0949341180147123,1.4289137098793414,0.39744564254714243,0.6446490252002458,0.0890435898419656,-0.022981562298082757,-1.2937135341191868,0.8514508709979858,1.834244214370534,-0.4349881685897269,1.2039943902065215]"
423,data02/fruits_360/Training/data02/fruits-360/apple_braeburn_1/r0_292.jpg,apple_braeburn_1,"[-15.184738199953129,16.53842939822567,13.434610507423438,-1.6892886230021653,-2.252350040920012,5.773658450120488,-0.15403901735900033,-3.3000639122552804,-7.672848577597446,5.186507482690513,1.7201123152041082,11.280558265691461,-0.9833139437930057,2.2739315887347105,3.0016942880473345,-2.838844318703495,4.375226736119995,0.6295424124126144,5.24566036391916,4.410784181979789,-1.8644307881346787,-0.1814024518758155,-0.23125234933293182,3.3187340955801155,1.3072463705787614,-5.002329329636306,-0.5339555712233051,-1.0143288698058253,-1.715995204032886,-4.374843181657458,0.6718307775934244,1.617607142841532,5.859031980012211,2.1082290439724276,4.396710676324024,-0.20092566245519158,0.11759929956891704,0.6927738258657142,0.4185051961292894,3.250992619317478,1.8229085757485628,-1.6774112515860495,1.1373817600697103,1.6138443658653399,-0.32979730825868975,-4.161622917567927,-0.8802571968744298,2.4607742120440235,1.8997957149353923,0.037902248355465795,0.46323940118940937,2.8648191289275076,2.455904053087806,-0.5825894200043629,-0.026048211820576435,-1.7021805501833525,-0.08900312277060883,-0.5767934738199131,-1.5902089904913201,2.5051406269617034,2.9161199846180663,-2.966480469961482,-3.4418119602193875,0.6282194780001062,-0.90674777887618,-1.7120323650865545,-0.9754958700106614,0.8410456423049506,3.6551016369889746,-0.06526612193629251,0.38426925120960015,-0.31535920399475764,-4.916488445656628,1.68208646047352,1.3498236171622104,-3.1147353015993886,-1.1083687170633045,0.4737233050469164,-0.7453678081451787,-1.8207455267214563,1.7216660507128272,-1.0669038366517112,1.0269669052010542,4.41418692236748,0.2636463201881531,-0.802525635084558,-2.633090619244179,-2.2258157222559407,0.08502682982163941,-0.7910796582838815,0.41893294139361026,0.5456201232190893,0.2886420367347239,0.35428191923984226,0.5618263679828387,-1.558480543890097,0.9126186531336613,1.1328860438957156,-0.37179617358638956,1.3400288425446174]"
424,data02/fruits_360/Training/data02/fruits-360/apple_braeburn_1/r0_294.jpg,apple_braeburn_1,"[-15.929486167700324,16.829598594944688,12.746412534242703,-2.100125301902153,-1.0002086160947288,5.984459525577363,1.721154635141559,-3.331406472827465,-9.242947619635338,5.690843954751547,3.989315555498788,12.496549621430642,-1.544757396561362,2.0747131451752514,1.5062818471781263,-2.620558840594518,4.367805644933777,1.512913263455811,4.576575773098706,4.938308202248637,-1.2376145028409784,-0.060657566243370716,-0.8768518979327746,3.522309501487318,0.9794960452157097,-3.9291924547836716,-0.0469866481309641,-0.9424388439452012,-2.671394002523916,-4.63568510971908,-0.13296181422472553,1.7982443634233403,6.604858408339971,1.09092892141906,3.9371854232279726,0.24050648855959403,-0.11358392230069114,-0.12208529807760211,0.909847992610175,3.0074868686480856,2.2916927621008822,-2.5412745938231494,1.7839320409625872,0.3368691909875126,0.3853760293711833,-4.621541327969842,-2.0205100172597916,3.3997584870154816,2.3926490590909713,0.7660512088285447,0.13896697899652677,3.435666039993687,2.4619837960453386,0.1662403127887052,0.15598455388847718,-0.5111880431591938,-0.05677029437267674,-0.766409039996936,-1.5965673307425492,3.904174240637069,3.2305214684431105,-2.4854584312573076,-2.2132776208918195,0.8241272299861774,-1.107351312233687,-3.320172599743085,-0.6825879534237449,0.9041640066496773,3.3373666488661615,-0.25194130166622797,1.3059417209986728,-0.5217317547102568,-3.1941348921026957,1.767313692380101,2.119188191334868,-3.2080517296411486,-0.776304528411341,0.5850480195909079,0.2734253406415149,-1.2058713853962226,1.941916558661652,-0.11512589032509982,0.2752173517827425,3.690355715865817,0.7039259249125348,-1.5067808443380732,-2.7542296341081,-0.8649152811224405,-0.7969803854091196,-1.5628931921618134,2.640354405647536,-0.9978829242277861,0.6548289348271585,0.804642950811235,-0.6057434938165981,-1.7292609356430015,0.42684344478832675,0.9938219158670568,0.6830429159640999,1.5772303403439971]"
425,data02/fruits_360/Training/data02/fruits-360/apple_braeburn_1/r0_296.jpg,apple_braeburn_1,"[-15.866501364184522,17.01375038787471,13.683417575315856,-2.8491261823191545,0.6000622830840121,5.347245654696233,1.7900027528050682,-3.639053208558761,-9.197067853043547,5.992099658894871,4.40127842598098,12.703479970334428,-1.6438172859532476,1.7273439515742501,1.1984830416807248,-2.2806462646175256,4.035026119174965,1.4672994085796276,4.879936962357619,5.5972957583374345,-2.480133096799002,0.846011219572387,-0.7040179270125274,3.0937980615796827,1.570503987665459,-3.539438082784384,0.42029260165582366,-1.1367844098748805,-3.1406272165387032,-5.032800866643928,-0.009367869280136672,1.6515885610919898,6.641849848508683,1.2281032439168131,4.438114231885575,0.7239038133668378,-0.7877847030716333,-0.6882653157916587,0.13532371747807403,2.280317195192171,2.3925867516149824,-2.8821703566099512,0.7812612972466408,0.044536181636797664,-0.0335105433251751,-4.746898079995813,-1.510084078134058,2.5943475843840087,1.4524519621447802,0.620614671724343,0.2227351581139908,2.6610503366312495,1.5768407376386016,0.4745495795820637,0.4739383414282211,-0.6340705392584097,0.019764723041213534,-0.8320350151539935,-1.9140231965732948,3.1559359657890393,2.4657838844524833,-2.9418422159843725,-2.00447518665783,0.754545362348099,-0.7235879243093916,-3.753613732430031,-0.6001562948167328,1.5312648250022,2.5768682617314167,-1.238619900187915,1.9805240282708358,-0.08042723439669121,-3.0213909045937952,1.2488681428140636,1.7459818006882655,-2.1885878301412367,-0.6561031460314823,1.0582102548821526,1.2162903303291681,-0.6441954553238626,1.56084909207815,-0.5768533212459197,-0.5057115724178042,2.9602910481808005,0.7203567658505428,-1.199711647106537,-1.9394260750249641,-0.3035346329999753,-1.0514323758989492,-0.9215788856493788,2.5025749839500206,-0.862090217527834,0.4575043439647702,0.7015738737652302,-0.6052024755117825,-1.2786015598775193,0.8812933562090252,0.4487368221361617,0.4834839940794561,1.6365629624512676]"
426,data02/fruits_360/Training/data02/fruits-360/apple_braeburn_1/r0_298.jpg,apple_braeburn_1,"[-16.898949556723185,16.737026945301896,12.483114406217112,-2.952265143106245,0.818451102956094,6.113519615842787,2.17550072473419,-3.2707937389604993,-8.577764124146102,5.811247145598525,5.975886082706545,13.645872693751615,-2.2011194762555895,1.62851506020759,0.1112756501939824,-1.5950612391470242,2.9817795648434466,0.6286429590697634,3.8358838344297084,5.951048294216499,-1.836302939278919,1.1776214935744662,-0.7519738951775802,3.2190891985513184,0.7842699096912527,-2.021757121007633,0.5756979263588666,-1.4544661506784915,-2.8244033452275823,-4.3033708262606725,0.1645970632935907,2.0818524399519656,6.072036639592034,2.3816769621611424,3.6356355564953025,0.7282767138769102,-0.8315069541487325,-0.14032018935677268,0.4985886608866089,1.7489097955918733,3.0566762419898064,-3.1443961604745327,2.041366883467707,-1.797215462414845,0.7812626382321984,-4.587616652268494,-1.6887020725494428,1.7408421682890869,1.66790697189077,1.450545911542513,0.5668223729484223,2.482285924092477,1.07210848721955,0.49120149107284516,-0.3791702703205713,-0.48120079929060783,-0.584241052781611,-0.9864749710680839,-1.0524190491858663,3.104624459680856,1.3740244554978442,-1.7107689879516312,-1.7496756915467204,0.667753254543707,0.39075026111692046,-4.158216831334973,-0.12610589849176,0.8326447224769199,1.606162224135973,-0.4100075920098627,2.338082053166772,0.3304970564761186,-1.4640342580625822,1.158997060277068,1.5584131252463107,-1.8462141530538978,-0.5431793578246731,1.5480625545779292,2.1920055043198867,-0.2840836188248515,2.1994536898245456,0.7532102495632359,-0.4528827615796553,1.4004733555371156,0.9594949013714043,-1.2747812293914815,-1.559050506879044,-0.1547005557862383,-1.2098490815696301,0.3274767841226156,2.9414794463751726,-1.1737014823487244,0.1835036805880015,1.1087365977885126,-0.9058921854433373,-0.2621726869584553,-0.5371835644101859,0.37534356211280434,0.5396012990262753,0.15483288582605742]"
427,data02/fruits_360/Training/data02/fruits-360/apple_braeburn_1/r0_30.jpg,apple_braeburn_1,"[-28.424911359973276,16.17035160822955,12.673251179105321,-3.2176685365292044,4.794171468854641,4.9444755924285095,-0.05220123468952362,-3.0634333755771306,-3.836491534028503,4.27327374529281,12.05856075901256,6.446829513618473,-2.9551364456190514,-2.076979344873745,-4.698397115201911,5.149231769601528,-3.6071044780446084,-2.769020726109348,2.8261484883218664,2.543729250446236,-7.119872102592839,0.18894578032741088,-0.45311730761216334,-4.647586542491845,1.569344646490454,2.8991265243914603,-1.9771375817652355,0.3375554253618837,1.766915303833599,4.637243034415262,-1.7856760514264005,-3.729620291476659,-2.1722888463205954,-1.2485850367967206,-3.1555447667108307,2.654507051167803,0.5631018533659896,-2.029220459941152,1.4650818885668817,-2.658793980098334,-2.743679688538481,1.5160121821395465,-1.7331619646897762,2.1473450408873385,-3.1115263998785503,4.9116862849121175,0.5437401484973476,-3.6393805566536717,0.1359945989726206,1.3514618843709898,0.015409425585667533,-1.1145835495910956,-3.349886544112302,3.1814555677669256,2.8396253911943106,5.4479350217889335,-0.9435646918634392,-0.385538012563031,0.8618973852574509,-0.422211788486482,0.8997002917086789,0.6674535561295319,-1.2986517382002076,0.6455092516865857,0.09124485873984285,1.6385682736522997,3.296660730192007,-1.244732866650716,0.21109811973188874,1.0349836861468964,-1.1598634206246676,0.42728304364144276,-0.7602487295514178,1.4204129099709033,0.5161972064553709,-2.4184271081918376,-1.1303919532198667,2.341444170105223,-1.101979662603744,-0.4608917289490645,3.380045400440598,1.4130141880306217,0.9024325572221724,1.8089766377060632,-1.2050976380927916,1.4211468313521383,0.10816365638362799,0.37200131984901685,0.5190186251921364,-2.2397544724393277,2.7907345414449662,-2.092182961717549,3.0113876566784232,1.0698590897591644,-0.923876691035457,-0.8052814058023432,-2.4685569480253724,1.1598241797819835,1.2843376084743958,-1.2632369693128471]"
428,data02/fruits_360/Training/data02/fruits-360/apple_braeburn_1/r0_300.jpg,apple_braeburn_1,"[-17.943202760132817,16.601386748024016,13.42821243651891,-3.8980309239516044,2.181161689008286,5.595075735290773,1.5601479228159587,-3.0976999759517327,-8.541995714195311,6.519106487440303,7.167413025493408,13.731051706653107,-2.8546027870111472,1.8084496553372755,0.019846521191117142,-1.1734508857143464,2.774686127052081,0.5547930570652151,4.408562173531508,6.408124593242787,-2.175895692958199,1.2413166730359126,-0.7927823037736167,3.1388719678872223,1.2314395441749102,-1.3822922869119267,1.0383620382382541,-0.8099388463930962,-2.8361655137712916,-3.8498477197362746,0.04244867750744538,2.209331151963343,5.84365260671184,2.8072946524405884,3.4682775959573866,-0.05475134946014755,-1.5709287046604723,-0.20270119938756517,0.6736652898474041,1.9460746842948584,2.87302061945537,-3.489370269222865,1.8907405808787514,-1.740321688859527,0.6433762438588263,-4.045448322603762,-1.6864451785332129,1.2302983003442713,0.9381580257060324,1.5932135771616387,1.2326609464864569,2.5164321437524544,0.4868519271453349,0.19911764728720144,0.6627244756877574,-0.4595171056799533,-0.1336512508616511,-0.9328562868244653,-1.2873977965256944,2.7689055711390713,0.3098699000944866,-2.1287308811548624,-2.126944691542812,1.075956457127957,0.6530555014576181,-4.8697310004072625,0.11359876207508823,1.1897767060638973,0.08073674439341137,-1.4218608727100206,2.572612540590606,0.7070250617250438,-1.7305044323633956,1.127698263226987,0.47170855948364476,-1.5391996342198204,-0.6986372480674335,1.5876693486911482,2.0826490806436544,0.6097090702215389,2.386284474851431,1.1714754585961014,-0.3398967868321085,0.19372476389835666,2.2268718213820002,-0.9464622571151458,-1.4354646377825142,0.10398827201020443,-1.4586851027457917,0.8521850599251051,3.2169561376691984,-1.681640524232286,0.36288844383161994,1.1620678776619933,-1.855386674204725,-0.05222573797750403,-1.29929154651628,0.12154237790684295,1.0014706487111367,-0.14753732759635246]"
